Cleaned_Review,Sentiment
iphone meizu mx dont know choose used superb great far laggy problem taking picture use mx cause color saturation amazing video record used iphone iphone great got little problem hardware first time buy go repaired everything went normal,Positive
anond mar gb ram understandable expensivebecause brand hahaha low specs never mind brand marketing strategy also much phone needs operate smoothly guess higher ram battery consumes one phone win lose androidios users happy deviceschoices u make phone good way good another,Positive
anond mar dont care torrent download already downloaded lots movies videos websimoreand much pay pleasure,Positive
anonymous mar android phoneprobably lenovo series,Neutral
alanh mar put slowing ips bought new android two weeks ago spent two days gmoreand android phone,Neutral
best phone,Positive
love,Positive
uncle gifted purchased bankockam living indiacan us without software update anything,Neutral
yukbc feb actually apple product pride wan na smartphone try htcvery true,Positive
love iphone android le creys,Positive
actually apple product pride wan na smartphone try htc,Positive
camera iphone coming sony dont expect better camera sony xperia devices,Negative
loved phone return fingerprinting would work wanted able use applepay,Positive
nitin feb colour best attractive colour also im confused preferablmoregold best colour forever buy gold colour,Positive
conclusion buy iphone buy android peace heart lol,Positive
one best phone ive ever usedsimply superb,Positive
really love mobile,Positive
battery bad sony z battery good use two days,Negative
